"step.1","step.2","count"
"introduction","wordpress-theme-twentyeleven-athualpa",2
"tag/r/page/2","rsitecatalyst-k-means-clustering",2
"rsitecatalyst-k-means-clustering","category/digital-analytics",2
"rsitecatalyst-k-means-clustering","page/5",2
"rsitecatalyst-k-means-clustering","anomaly-detection-adobe-analytics-api",2
"rsitecatalyst-k-means-clustering","category/data-science",2
"about","learning-r-sas/comment-page-1",2
"about","rsitecatalyst-k-means-clustering",2
"video-r-rstudio-rcmdr-rattle/comment-page-1","category/data-science",2
"video-r-rstudio-rcmdr-rattle/comment-page-1","sqldf-package-r",2
"rsitecatalyst-version-1-2-release-notes","rsitecatalyst",2
"video-r-rstudio-rcmdr-rattle/comment-page-1","getting-started-using-rstudio",2
"video-r-rstudio-rcmdr-rattle/comment-page-1","http://randyzwitch.com",2
"string-interpolation-julia","uaparser-jl",2
"data-science-innovation","category/data-science/page/6",2
"rsitecatalyst-version-1-2-release-notes","adobe-analytics-implementation-documentation",2
"about","amazon-elastic-map-reduce-mrjob-python",2
"about","big-data-hadoop-amazon-ec2-cloudera-part-2",2
"about","getting-started-hadoop-hive-pig",2
"about","video-r-rstudio-rcmdr-rattle/comment-page-1",2
"about","real-time-reporting-adobe-analytics-api",2
"about","julia-import-data",2
"about","ipython-notebook-amazon-ec2",2
"about","r-google-analytics-api",2
"category/social-media/page/2","category/technology",2
"rsitecatalyst-version-1-2-release-notes","rsitecatalyst-version-1-3-release-notes",2
"sql-workbench-apache-hadoop-hive","category/data-science/page/2",2
"sql-workbench-apache-hadoop-hive","r-amazon-ec2/comment-page-1",2
"category/data-science/page/7","getting-started-using-rstudio",2
"sql-workbench-apache-hadoop-hive","julia-odbc-jl",2
"sql-workbench-apache-hadoop-hive","http://randyzwitch.com",2
"google-analytics-seo-reports-inaccurate","google-analytics-custom-variables",2
"google-analytics-seo-reports-inaccurate","rsitecatalyst-k-means-clustering",2
"category/data-science/page/7","overlay-histogram-in-r",2
"page/3","http://randyzwitch.com",2
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","broken-macbook-pro-hinge-fixed-free/comment-page-1",2
"category/data-science","getting-started-using-rstudio",2
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","getting-started-hadoop-hive-pig",2
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","tag/julia",2
"least-useful-omniture-reports","http://randyzwitch.com",2
"page/3","page/5",2
"least-useful-omniture-reports","category/digital-analytics/page/4",2
"google-analytics-seo-reports-inaccurate","http://randyzwitch.com",2
"page/3","creating-dummy-variables-data-frame-r",2
"removing-powered-by-wordpress-twenty-eleven","2011/07/custom-header-twenty-eleven-child-theme",2
"r-amazon-ec2","category/data-science/page/5",2
"r-amazon-ec2","r-language-oddities",2
"category/data-science","sqldf-package-r",2
"category/data-science","getting-started-using-r-rcmdr",2
"category/data-science","video-r-rstudio-rcmdr-rattle/comment-page-1",2
"category/data-science","big-data-hadoop-amazon-ec2-cloudera-part-1/comment-page-1",2
"automated-re-install-of-packages-for-r-3-0","broken-macbook-pro-hinge-fixed-free/comment-page-1",2
"r-amazon-ec2","category/data-science/page/6",2
"page/5","about",2
"automated-re-install-of-packages-for-r-3-0","http://randyzwitch.com",2
"page/13","page/14",2
"category/data-science/page/4","category/data-science/page/6",2
"category/data-science/page/4","category/social-media",2
"category/data-science/page/4","category/data-science/page/2",2
"category/digital-analytics","tag/r",2
"category/data-science/page/4","big-data-hadoop-amazon-ec2-cloudera-part-2",2
"tag/hadoop/page/2","hadoop-creating-tables-hive",1
"bounce-rate-modification-google-analytics-cutroni","broken-macbook-pro-hinge-fixed-free",1
"page/11","getting-started-using-r-rcmdr",1
"bounce-rate-modification-google-analytics-cutroni","category/digital-analytics/page/5",1
"big-data-hadoop-amazon-ec2-cloudera-part-2","category/technology",1
"big-data-hadoop-amazon-ec2-cloudera-part-2","tag/hadoop/page/4",1
"bounce-rate-modification-google-analytics-cutroni","page/16",1
"big-data-hadoop-amazon-ec2-cloudera-part-2","category/data-science/page/6",1
"tag/r/page/5","julia-language-beginners",1
"bi%20g-data-hadoop-amazon-ec2-cloudera-part%20-2","http://randyzwitch.com",1
"page/20","page/19",1
"bounce-rate-modification-google-analytics-cutroni","wordpress-stats-or-google-analytics",1
"tag/r/page/5","anomaly-detection-adobe-analytics-api",1
"tag/r/page/5","automated-re-install-of-packages-for-r-3-0",1
"page/9","r-amazon-ec2",1
"tag/r/page/3","tag/r/page/2",1
"tag/r/page/3","python-pypy-julia-r-pqr-jit-just-in-time-compiler",1
"wp-content/uploads/2013/04","bi%20g-data-hadoop-amazon-ec2-cloudera-part%20-2",1
"tag/r/page/5","python-pypy-julia-r-pqr-jit-just-in-time-compiler",1
"category/digital-analytics/page/5","category/technology",1
"wp-content/uploads/2013/04","http://randyzwitch.com",1
"tag/r/page/3","r-amazon-ec2/comment-page-1",1
"page/9","page/8",1
"big-data-hadoop-amazon-ec2-cloudera-part-2","r-language-oddities",1
"big-data-hadoop-amazon-ec2-cloudera-part-2","string-interpolation-julia",1
"big-data-hadoop-amazon-ec2-cloudera-part-2","getting-started-using-r-rcmdr",1
"big-data-hadoop-amazon-ec2-cloudera-part-2","learning-r-sas",1
"big-data-hadoop-amazon-ec2-cloudera-part-2","ipython-notebook-amazon-ec2",1
"big-data-hadoop-amazon-ec2-cloudera-part-2","page/8",1
"tag/iphone","learning-r-sas/comment-page-1",1
"tag/rstudio","tag/rstudio/page/2",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-3","learning-r-sas",1
"tag/rstudio","about",1
"page/10","page/9",1
"page/12","getting-started-using-rstudio",1
"page/12","page/11",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-3","tag/amazon-ec2",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-3","broken-macbook-pro-hinge-fixed-free",1
"r-error-message-fun","category/technology",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-3","uploading-data-hadoop-amazon-ec2-cloudera-part-2",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-3","learning-r-sas/comment-page-1",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-3","sql-workbench-apache-hadoop-hive",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-3","uploading-data-hadoop-amazon-ec2-cloudera-part-4",1
"daa-rising-star-award-2013","rsitecatalyst",1
"daa-rising-star-award-2013","daa-certified-web-analyst-exam",1
"google-analytics-for-wordpress","r-language-oddities",1
"google-analytics-for-wordpress","introduction",1
"google-analytics-for-wordpress","google-adsense-and-wordpress",1
"tag/rsitecatalyst","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"tag/rsitecatalyst","about",1
"tag/rsitecatalyst","tag/rsitecatalyst/page/3",1
"google-analytics-for-wordpress","removing-powered-by-wordpress-twenty-eleven",1
"category/social-media","klout-perk-wahooly",1
"category/social-media","r-amazon-ec2",1
"daa-rising-star-award-2013","category/digital-analytics/page/3",1
"category/social-media","julia-odbc-jl",1
"category/social-media","daa-certified-web-analyst-exam",1
"category/social-media","r-google-analytics-api",1
"tag/rsitecatalyst","video-r-rstudio-rcmdr-rattle/comment-page-1",1
"real-time-reporting-adobe-analytics-api","page/2",1
"real-time-reporting-adobe-analytics-api","about",1
"real-time-reporting-adobe-analytics-api","rsitecatalyst-k-means-clustering",1
"real-time-reporting-adobe-analytics-api","rsitecatalyst-version-1-2-release-notes",1
"real-time-reporting-adobe-analytics-api","tag/rsitecatalyst/page/2",1
"real-time-reporting-adobe-analytics-api","getting-started-using-r-rcmdr",1
"real-time-reporting-adobe-analytics-api","tag/r/page/3",1
"real-time-reporting-adobe-analytics-api","page/3",1
"real-time-reporting-adobe-analytics-api","learning-r-sas/comment-page-1",1
"google-adsense-and-wordpress","google-analytics-for-wordpress",1
"google-adsense-and-wordpress","Other",1
"wordpress-remove-this-entry-was-posted-in","2011/08/removing-powered-by-wordpress-twenty-eleven",1
"wordpress-remove-this-entry-was-posted-in","category/wordpress-tutorials",1
"real-time-reporting-adobe-analytics-api","tag/adobe-analytics",1
"wordpress-remove-this-entry-was-posted-in","comment-bubble-twenty-eleven",1
"real-time-reporting-adobe-analytics-api","tag/r",1
"real-time-reporting-adobe-analytics-api","adobe-discover-3-first-impressions",1
"daa-certified-web-analyst-exam","rsitecatalyst",1
"daa-certified-web-analyst-exam","daa-rising-star-award-2013",1
"daa-certified-web-analyst-exam","broken-macbook-pro-hinge-fixed-free",1
"daa-certified-web-analyst-exam","http://randyzwitch.com",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-3","category/data-science/page/3",1
"daa-certified-web-analyst-exam","category/digital-analytics/page/4",1
"daa-certified-web-analyst-exam","julia-odbc-jl",1
"daa-certified-web-analyst-exam","category/data-science",1
"category/wordpress-tutorials","disable-mobile-theme-in-wordpress",1
"r.amazon-ecz","ramazon-ecz",1
"category/wordpress-tutorials","google-adsense-and-wordpress",1
"daa-certified-web-analyst-exam","category/digital-analytics",1
"daa-certified-web-analyst-exam","r-amazon-ec2",1
"optimizely-wordpress-install","category/digital-analytics/page/5",1
"optimizely-wordpress-install","automated-re-install-of-packages-for-r-3-0",1
"rsitecatalyst","omniture-sitecatalyst-target-report",1
"rsitecatalyst","python-pypy-julia-r-pqr-jit-just-in-time-compiler",1
"rsitecatalyst","r-language-oddities",1
"rsitecatalyst","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"rsitecatalyst","broken-macbook-pro-hinge-fixed-free",1
"rsitecatalyst","daa-certified-web-analyst-exam",1
"rsitecatalyst","r-json-jsonlite-sprintf-paste",1
"rsitecatalyst","creating-dummy-variables-data-frame-r",1
"r-error-message-fun","uploading-data-hadoop-amazon-ec2-cloudera-part-3",1
"r-error-message-fun","about",1
"r-error-message-fun","julia-import-data",1
"r-error-message-fun","julia-language-beginners",1
"rsitecatalyst","custom-header-twenty-eleven-child-theme",1
"rsitecatalyst","category/digital-analytics/page/3",1
"rsitecatalyst","r-google-analytics-api",1
"category/digital-analytics/page/10","tag/twitter",1
"category/digital-analytics/page/10","category/technology",1
"category/digital-analytics/page/10","measure-hashtag-twitter",1
"category/digital-analytics/page/10","about",1
"optimizely-wordpress-install","custom-header-twenty-eleven-child-theme",1
"page/24","page/23",1
"tag/hadoop/page/3","learning-r-sas",1
"tag/hadoop/page/3","tag/hadoop/page/2",1
"rsitecatalyst","getting-started-using-rstudio",1
"rsitecatalyst","adobe-discover-3-first-impressions",1
"rsitecatalyst","category/digital-analytics/page/2",1
"tag/twitter/page/2","tag/twitter",1
"tag/hadoop/page/3","uploading-data-hadoop-amazon-ec2-cloudera-part-3",1
"r-error-message-fun","category/data-science/page/7",1
"julia-odbc-jl","hive-five-hard-won-lessons",1
"julia-odbc-jl","wp-admin/customize.php",1
"category/digital-analytics/page/9","an-afternoon-with-edward-tufte",1
"julia-odbc-jl","twitter-promoted-tweets",1
"julia-odbc-jl","tag/teradata-aster",1
"julia-odbc-jl","page/5",1
"julia-odbc-jl","category/data-science/page/4",1
"overlay-histogram-in-r","http://randyzwitch.com",1
"overlay-histogram-in-r","getting-started-using-rstudio",1
"overlay-histogram-in-r","category/data-science/page/6",1
"overlay-histogram-in-r","overlay-histogram-in-r/undefined",1
"overlay-histogram-in-r","learning-r-sas/comment-page-1",1
"overlay-histogram-in-r","category/data-science",1
"overlay-histogram-in-r","tag/hive",1
"julia-odbc-jl","tag/r/page/2",1
"julia-odbc-jl","category/data-science/page/2",1
"anomaly-detection-adobe-analytics-api","category/technology",1
"page-navigation-wordpress-twenty-eleven","tag/child-theme",1
"anomaly-detection-adobe-analytics-api","rsitecatalyst-version-1-3-release-notes",1
"anomaly-detection-adobe-analytics-api","r-amazon-ec2/comment-page-1",1
"anomaly-detection-adobe-analytics-api","learning-r-sas/comment-page-1",1
"anomaly-detection-adobe-analytics-api","rsitecatalyst-k-means-clustering/comment-page-1",1
"page-navigation-wordpress-twenty-eleven","twenty-eleven-child-theme-creating-css-file",1
"visualizing-analytics-languages-venneuler-jl","http://randyzwitch.com",1
"broken-macbook-pro-hinge-fixed-free","uaparser-jl",1
"julia-odbc-jl","daa-certified-web-analyst-exam",1
"visualizing-analytics-languages-venneuler-jl","about",1
"visualizing-analytics-languages-venneuler-jl","r-language-oddities",1
"visualizing-analytics-languages-venneuler-jl","broken-macbook-pro-hinge-fixed-free",1
"overlay-histogram-in-r","sqldf-package-r",1
"overlay-histogram-in-r","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"video-r-rstudio-rcmdr-rattle/comment-page-1","category/digital-analytics",1
"video-r-rstudio-rcmdr-rattle/comment-page-1","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"video-r-rstudio-rcmdr-rattle/comment-page-1","category/digital-analytics/page/7",1
"video-r-rstudio-rcmdr-rattle/comment-page-1","rsitecatalyst-k-means-clustering",1
"string-interpolation-julia","category/data-science/page/4",1
"video-r-rstudio-rcmdr-rattle/comment-page-1","about",1
"video-r-rstudio-rcmdr-rattle/comment-page-1","category/technology",1
"wordpress-theme-twentyeleven-athualpa","comment-bubble-twenty-eleven",1
"wordpress-theme-twentyeleven-athualpa","custom-header-twenty-eleven-child-theme",1
"rsitecatalyst-version-1-2-release-notes","rsitecatalyst-version-1-1-release-notes",1
"wordpress-theme-twentyeleven-athualpa","removing-powered-by-wordpress-scrappy",1
"wordpress-theme-twentyeleven-athualpa","introduction",1
"wordpress-theme-twentyeleven-athualpa","broken-macbook-pro-hinge-fixed-free",1
"string-interpolation-julia","r-language-oddities",1
"string-interpolation-julia","category/social-media",1
"r-language-oddities","getting-started-using-rstudio",1
"r-language-oddities","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"disable-mobile-theme-in-tfigi","disable-mobile-theme-in-wordpress",1
"eyeblaster/addineyeV2.html","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"eyeblaster/addineyeV2.html","hadoop-creating-tables-hive",1
"eyeblaster/addineyeV2.html","line-numbers-ipython-notebook",1
"r-language-oddities","r-amazon-ec2",1
"r-language-oddities","creating-dummy-variables-data-frame-r",1
"page/14","page/15",1
"string-interpolation-julia","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"omniture-sitecatalyst-target-report","category/digital-analytics",1
"omniture-sitecatalyst-target-report","rsitecatalyst",1
"omniture-sitecatalyst-target-report","adobe-discover-3-first-impressions",1
"anomaly-detection-adobe-analytics-api","google-analytics-seo-reports-inaccurate",1
"anomaly-detection-adobe-analytics-api","page/8",1
"linkedin-snow-e-mann","page/16",1
"category/data-science/page/5","http://randyzwitch.com",1
"linkedin-snow-e-mann","amazon-elastic-map-reduce-mrjob-python",1
"adobe-analytics-implementation-documentation","page/2",1
"adobe-analytics-implementation-documentation","learning-r-sas/comment-page-1",1
"adobe-analytics-implementation-documentation","tag/adobe-analytics",1
"category/data-science/page/5","ipython-notebook-amazon-ec2",1
"category/data-science/page/5","r-google-analytics-api",1
"category/data-science/page/9","getting-started-using-rstudio",1
"category/data-science/page/9","category/social-media",1
"category/data-science/page/5","python-pypy-julia-r-pqr-jit-just-in-time-compiler",1
"category/data-science/page/5","automated-re-install-of-packages-for-r-3-0",1
"category/data-science/page/5","category/digital-analytics",1
"adobe-analytics-implementation-documentation","video-r-rstudio-rcmdr-rattle/comment-page-1",1
"adobe-analytics-implementation-documentation","getting-started-hadoop-hive-pig",1
"tag/julia/page/2","julia-import-data",1
"tag/julia/page/2","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"tag/julia/page/2","tag/python/page/2",1
"tag/julia/page/2","tag/julia",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-3","category/technology",1
"tag/julia/page/2","http://randyzwitch.com",1
"tag/rsitecatalyst/page/2","rsitecatalyst",1
"tag/rsitecatalyst/page/2","tag/rsitecatalyst",1
"adobe-analytics-implementation-documentation","ipython-notebook-amazon-ec2",1
"adobe-analytics-implementation-documentation","tag/omniture/page/2",1
"adobe-analytics-implementation-documentation","rsitecatalyst-version-1-1-release-notes",1
"tag/rsitecatalyst/page/2","tag/rsitecatalyst/page/3",1
"tag/rsitecatalyst/page/2","adobe-analytics-implementation-documentation",1
"category/data-science/page/9","r-language-oddities",1
"category/data-science/page/9","category/technology",1
"getting-started-hadoop-hive-pig","r-amazon-ec2",1
"getting-started-hadoop-hive-pig","uaparser-jl",1
"getting-started-hadoop-hive-pig","rsitecatalyst-k-means-clustering",1
"getting-started-hadoop-hive-pig","video-r-rstudio-rcmdr-rattle/comment-page-1",1
"getting-started-hadoop-hive-pig","category/social-media",1
"getting-started-hadoop-hive-pig","julia-odbc-jl",1
"tag/hive","http://randyzwitch.com",1
"tag/hive","getting-started-hadoop-hive-pig",1
"anomaly-detection-adobe-analytics-api","string-interpolation-julia",1
"anomaly-detection-adobe-analytics-api","rsitecatalyst-version-1-2-release-notes",1
"anomaly-detection-adobe-analytics-api","tag/rsitecatalyst",1
"anomaly-detection-adobe-analytics-api","julia-language-beginners",1
"tag/hive","category/technology",1
"getting-started-hadoop-hive-pig","rsitecatalyst",1
"getting-started-hadoop-hive-pig","broken-macbook-pro-hinge-fixed-free",1
"category/data-science/page/8","category/data-science/page/2",1
"category/data-science/page/8","category/data-science",1
"category/data-science/page/8","overlay-histogram-in-r",1
"category/data-science/page/8","real-time-reporting-adobe-analytics-api",1
"tag/ab-testing","omniture-sitecatalyst-target-report",1
"category/data-science/page/8","getting-started-using-r-rcmdr",1
"category/data-science/page/8","category/digital-analytics",1
"category/data-science/page/8","python-pypy-julia-r-pqr-jit-just-in-time-compiler",1
"getting-started-hadoop-hive-pig","learning-r-sas",1
"getting-started-hadoop-hive-pig","getting-started-using-r-rcmdr",1
"getting-started-hadoop-hive-pig","rsitecatalyst-version-1-1-release-notes",1
"getting-started-hadoop-hive-pig","amazon-elastic-map-reduce-mrjob-python",1
"socialmedia","about",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-3","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"google-analytics-custom-variables","about",1
"amazon-elastic-map-reduce-mrjob-python","tag/hadoop/page/3",1
"amazon-elastic-map-reduce-mrjob-python","julia-odbc-jl",1
"amazon-elastic-map-reduce-mrjob-python","broken-macbook-pro-hinge-fixed-free",1
"amazon-elastic-map-reduce-mrjob-python","ipython-notebook-amazon-ec2",1
"http://randyzwitch.com","wp-content/uploads/2012",1
"amazon-elastic-map-reduce-mrjob-python","http://randyzwitch.com",1
"amazon-elastic-map-reduce-mrjob-python","eyeblaster/addineyeV2.html",1
"amazon-elastic-map-reduce-mrjob-python","category/data-science/page/2",1
"tag/julia","tag/hive",1
"tag/julia","page/3",1
"tag/julia","julia-import-data",1
"tag/julia","julia-language-beginners",1
"amazon-elastic-map-reduce-mrjob-python","page/6",1
"amazon-elastic-map-reduce-mrjob-python","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"http://randyzwitch.com","sqldf-package-r",1
"http://randyzwitch.com","big-data-hadoop-amazon-ec2-cloudera-part-2%00",1
"http://randyzwitch.com","removing-powered-by-wordpress-twenty-eleven",1
"http://randyzwitch.com","removing-powered-by-wordpress-scrappy",1
"http://randyzwitch.com","page/5",1
"http://randyzwitch.com","category/data-science/page/2",1
"http://randyzwitch.com","overlay-histogram-in-r",1
"http://randyzwitch.com","wordpress-theme-twentyeleven-athualpa",1
"http://randyzwitch.com","automated-re-install-of-packages-for-r-3-0",1
"http://randyzwitch.com","customize-adobe-sitecatalyst-menu",1
"http://randyzwitch.com","tag/google-analytics",1
"http://randyzwitch.com","wp-admin/customize.php",1
"http://randyzwitch.com","tag/omniture",1
"http://randyzwitch.com","tag/adobe-analytics",1
"http://randyzwitch.com","rsitecatalyst-k-means-clustering/comment-page-1",1
"tag/julia","rsitecatalyst-k-means-clustering/comment-page-1",1
"tag/julia","r-json-jsonlite-sprintf-paste",1
"back-to-top-wordpress-scrappy","category/wordpress-tutorials",1
"page/15","bounce-rate-modification-google-analytics-cutroni",1
"getting-started-using-rstudio","uaparser-jl",1
"getting-started-using-rstudio","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"getting-started-using-rstudio","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"getting-started-using-rstudio","r-amazon-ec2/comment-page-1",1
"page/15","linkedin-snow-e-mann",1
"adobe-discover-3-first-impressions","http://randyzwitch.com",1
"adobe-discover-3-first-impressions","category/digital-analytics",1
"ipython-notebook-amazon-ec2","page/4",1
"adobe-discover-3-first-impressions","omniture-sitecatalyst-target-report",1
"adobe-discover-3-first-impressions","r-google-analytics-api",1
"adobe-discover-3-first-impressions","page/15",1
"getting-started-using-rstudio","category/data-science/page/6",1
"getting-started-using-rstudio","learning-r-sas/comment-page-1",1
"tag/r/page/6","r-google-analytics-api",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-1","uploading-data-hadoop-amazon-ec2-cloudera-part-3",1
"rsitecatalyst-version-1-1-release-notes","category/data-science",1
"rsitecatalyst-version-1-1-release-notes","anomaly-detection-adobe-analytics-api",1
"rsitecatalyst-version-1-1-release-notes","http://randyzwitch.com",1
"rsitecatalyst-version-1-1-release-notes","real-time-reporting-adobe-analytics-api",1
"getting-started-using-rstudio","hadoop-creating-tables-hive",1
"getting-started-using-rstudio","daa-certified-web-analyst-exam",1
"getting-started-using-rstudio","automated-re-install-of-packages-for-r-3-0",1
"getting-started-using-rstudio","category/data-science/page/7",1
"getting-started-using-rstudio","category/data-science/page/8",1
"getting-started-using-rstudio","category/data-science/page/9",1
"getting-started-using-rstudio","rsitecatalyst",1
"http://randyzwitch.com","page/24",1
"http://randyzwitch.com","r.amazon-ecz",1
"line-numbers-ipython-notebook","back-to-top-wordpress-scrappy",1
"line-numbers-ipython-notebook","julia-import-data",1
"line-numbers-ipython-notebook","tag/julia",1
"category/digital-analytics/page/4","google-analytics-seo-reports-inaccurate",1
"category/digital-analytics/page/4","google-analytics-individual-qualification",1
"category/digital-analytics/page/4","category/digital-analytics",1
"line-numbers-ipython-notebook","eyeblaster/addineyeV2.html",1
"line-numbers-ipython-notebook","about",1
"hive-five-hard-won-lessons","tag/python/page/2",1
"hive-five-hard-won-lessons","tag/r",1
"hive-five-hard-won-lessons","r-google-analytics-api",1
"hive-five-hard-won-lessons","line-numbers-ipython-notebook",1
"line-numbers-ipython-notebook","page/5",1
"category/digital-analytics/page/4","category/data-science",1
"category/digital-analytics/page/4","video-r-rstudio-rcmdr-rattle/comment-page-1",1
"hadoop-creating-tables-hive","getting-started-using-r-rcmdr",1
"hadoop-creating-tables-hive","broken-macbook-pro-hinge-fixed-free",1
"hadoop-creating-tables-hive","julia-import-data",1
"tag/r/page/7","tag/r/page/8",1
"tag/r/page/7","learning-r-sas",1
"tag/r/page/7","overlay-histogram-in-r",1
"hadoop-creating-tables-hive","about",1
"hadoop-creating-tables-hive","category/data-science/page/2",1
"tag/customer-service","tag/genius-bar",1
"category/digital-analytics/page/4","daa-certified-web-analyst-exam",1
"hadoop-creating-tables-hive","r-amazon-ec2/comment-page-1",1
"hadoop-creating-tables-hive","rsitecatalyst-k-means-clustering/comment-page-1",1
"hadoop-creating-tables-hive","r-amazon-ec2",1
"hive-five-hard-won-lessons","broken-macbook-pro-hinge-fixed-free",1
"hive-five-hard-won-lessons","tag/hive",1
"page/4","category/data-science",1
"page/4","tag/adobe-analytics",1
"page/4","about",1
"page/4","adobe-analytics-implementation-documentation",1
"page/4","tag/r",1
"page/4","julia-language-beginners",1
"page/4","page/2",1
"page/4","creating-dummy-variables-data-frame-r",1
"http://randyzwitch.com","learning-r-sas",1
"http://randyzwitch.com","comment-bubble-twenty-eleven",1
"http://randyzwitch.com","tag/python",1
"klout-perk-wahooly","category/technology",1
"klout-perk-wahooly","category/social-media",1
"tag/big-data","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"category/digital-analytics/page/2","category/technology",1
"category/digital-analytics/page/2","tag/r",1
"category/digital-analytics/page/2","broken-macbook-pro-hinge-fixed-free",1
"category/digital-analytics/page/2","rsitecatalyst-version-1-1-release-notes",1
"category/digital-analytics/page/2","http://randyzwitch.com",1
"hive-five-hard-won-lessons","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"hive-five-hard-won-lessons","category/technology",1
"category/digital-analytics/page/2","real-time-reporting-adobe-analytics-api",1
"category/digital-analytics/page/2","category/digital-analytics/page/10",1
"category/digital-analytics/page/2","category/data-science",1
"category/digital-analytics/page/2","tag/adobe-analytics",1
"category/digital-analytics/page/2","wordpress-stats-or-google-analytics",1
"category/digital-analytics/page/2","overlay-histogram-in-r",1
"category/digital-analytics/page/2","tag/rsitecatalyst",1
"ipython-notebook-amazon-ec2","tag/python/page/2",1
"ipython-notebook-amazon-ec2","julia-language-beginners",1
"julia-language-beginners","uaparser-jl",1
"category/digital-analytics/page/6","julia-language-beginners",1
"julia-language-beginners","category/data-science/page/3",1
"julia-language-beginners","creating-dummy-variables-data-frame-r",1
"julia-language-beginners","category/data-science/page/6",1
"julia-language-beginners","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"category/digital-analytics/page/6","tag/ab-testing",1
"category/digital-analytics/page/6","omniture-sitecatalyst-target-report",1
"julia-import-data","category/social-media",1
"julia-import-data","adobe-analytics-implementation-documentation",1
"julia-import-data","r-google-analytics-api",1
"julia-import-data","line-numbers-ipython-notebook",1
"category/digital-analytics/page/6","category/data-science",1
"category/digital-analytics/page/6","google-analytics-individual-qualification",1
"julia-language-beginners","page/3",1
"julia-language-beginners","automated-re-install-of-packages-for-r-3-0",1
"julia-language-beginners","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"julia-language-beginners","tag/r/page/5",1
"julia-language-beginners","r-error-message-fun",1
"julia-language-beginners","real-time-reporting-adobe-analytics-api",1
"julia-language-beginners","hive-five-hard-won-lessons",1
"julia-language-beginners","tag/r/page/6",1
"julia-language-beginners","uploading-data-hadoop-amazon-ec2-cloudera-part-3",1
"julia-language-beginners","category/data-science/page/5",1
"julia-language-beginners","page/5",1
"julia-language-beginners","r-amazon-ec2",1
"julia-language-beginners","wordpress-stats-or-google-analytics",1
"julia-language-beginners","category/data-science/page/2",1
"julia-language-beginners","eyeblaster/addineyeV2.html",1
"julia-import-data","category/data-science/page/5",1
"julia-import-data","getting-started-hadoop-hive-pig",1
"broken-macbook-pro-hinge-fixed-free","hive-five-hard-won-lessons",1
"broken-macbook-pro-hinge-fixed-free","tag/r",1
"broken-macbook-pro-hinge-fixed-free","tag/customer-service",1
"getting-started-using-r-rcmdr","rsitecatalyst-version-1-3-release-notes",1
"getting-started-using-r-rcmdr","automated-re-install-of-packages-for-r-3-0",1
"getting-started-using-r-rcmdr","category/data-science/page/7",1
"broken-macbook-pro-hinge-fixed-free","daa-certified-web-analyst-exam",1
"broken-macbook-pro-hinge-fixed-free","adobe-analytics-implementation-documentation",1
"broken-macbook-pro-hinge-fixed-free","r-language-oddities",1
"broken-macbook-pro-hinge-fixed-free","rsitecatalyst-k-means-clustering",1
"broken-macbook-pro-hinge-fixed-free","eyeblaster/addineyeV2.html",1
"broken-macbook-pro-hinge-fixed-free","visualizing-analytics-languages-venneuler-jl",1
"broken-macbook-pro-hinge-fixed-free","getting-started-hadoop-hive-pig",1
"getting-started-using-r-rcmdr","category/digital-analytics",1
"getting-started-using-r-rcmdr","getting-started-hadoop-hive-pig",1
"category/digital-analytics/page/3","rsitecatalyst",1
"category/digital-analytics/page/3","category/digital-analytics/page/9",1
"category/digital-analytics/page/3","tag/r",1
"category/digital-analytics/page/3","r-google-analytics-api",1
"julia-import-data","category/digital-analytics",1
"julia-import-data","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"category/digital-analytics/page/3","about",1
"category/digital-analytics/page/3","category/data-science",1
"getting-started-using-r-rcmdr","uploading-data-hadoop-amazon-ec2-cloudera-part-3",1
"getting-started-using-r-rcmdr","category/data-science/page/8",1
